"title","site","country","year_release","box_office","director","number_of_subjects","subject","type_of_subject","race_known","subject_race","person_of_color","subject_sex","lead_actor_actress"
"The Buddy Holly Story","tt0077280","US",1978,NA,"Steve Rash",1,"Buddy Holly","Singer","Known","Multi racial",FALSE,"Male","Gary Busey"
"The Chameleon","tt1359553","US",2010,NA,"Jean-Paul SalomÃ©",1,"FrÃ©dÃ©ric Fortin","Criminal","Known","Multi racial",TRUE,"Male","Marc-AndrÃ© Grondin"
"The Color of Freedom","tt0438859","UK",2007,NA,"Bille August",1,"James Gregory","Other","Known","White",FALSE,"Male","Joseph Fiennes"
"The Color of Time","tt2133333","US",2012,NA,"Edna Luise Biesold, Sarah-Violet Bliss",1,"CK Williams","Author","Unknown",NA,FALSE,"Male","James Franco"
"The Conqueror","tt0049092","US",1956,4500000,"Dick Powell",1,"Temujin (Genghis Khan)","Military","Known","Asian",TRUE,"Male","John Wayne"
"The Countess","tt0496634","US",2009,NA,"Julie Delpy",1,"ErzsÃ©bet BÃ¡thory","Historical","Known","White",FALSE,"Female","Julie Delpy"
"The Court-Martial of Billy Mitchell","tt0047956","US",1955,NA,"Otto Preminger",1,"Billy Mitchell","Military","Known","White",FALSE,"Male","Gary Cooper"
"The Cross and the Switchblade","tt0068428","US",1970,NA,"Don Murray",1,"David Wilkerson","Other","Unknown",NA,FALSE,"Male","Pat Boone"
"The Damned United","tt1226271","UK",2009,450000,"Tom Hooper",1,"Brian Clough","Athlete","Unknown",NA,FALSE,"Male","Michael Sheen"
"The Desert Fox: The Story of Rommel","tt0043461","US",1951,NA,"Henry Hathaway",1,"Erwin Rommel","Military","Known","White",FALSE,"Male","James Mason"
"The Diary of Anne Frank","tt0052738","US",1959,NA,"George Stevens",1,"Anne Frank","Other","Known","White",FALSE,"Female","Millie Perkins"
"The Diving Bell and the Butterfly","tt0401383","US",2007,5990000,"Julian Schnabel",1,"Jean-Dominique Bauby","Media","Known","White",FALSE,"Male","Mathieu Amalric"
"The Doors","tt0101761","US",1991,35200000,"Oliver Stone",1,"Jim Morrison","Singer","Known","White",FALSE,"Male","Vil Kilmer"
"The Duchess","tt0864761","US/UK",2008,13800000,"Saul Dibb",1,"Georgiana Cavendish","Other","Known","White",FALSE,"Female","Keira Knightley"
"The Eddy Duchin Story","tt0049170","US",1956,NA,"George Sidney",1,"Eddy Duchin","Musician","Unknown",NA,FALSE,"Male","Tyrone Power"
"The Edge of Love","tt0819714","UK",2008,28600,"John Maybury",1,"Dylan Thomas","Author (poet)","Known","White",FALSE,"Male","Matthew Rhys"
"The Elephant Man","tt0080678","US",1980,NA,"David Lynch",1,"Joseph Merrick","Other","Known","White",FALSE,"Male","John Hurt"
"The Entity","tt0082334","US",1982,NA,"Sidney J. Furie",1,"Doris Bither","Other","Unknown",NA,FALSE,"Female","Barbara Hershey"
"The Express","tt0469903","US",2008,9590000,"Gary Fleder",1,"Ernie Davis","Athlete","Known","African American",TRUE,"Male","Rob Brown"
"The Falcon and the Snowman","tt0087231","US/UK",1985,17100000,"John Schlesinger",1,"Christopher Boyce","Criminal","Unknown",NA,FALSE,"Male","Timothy Hutton"
"The Fifth Estate","tt1837703","US",2013,3250000,"Bill Condon",1,"Julian Assange","Other","Known","White",FALSE,"Male","Benedict Cumberbatch"
"The Fighter","tt0964517","US",2010,93600000,"David O. Russell",1,"Micky Ward","Athlete","Known","White",FALSE,"Male","Mark Wahlberg"
"The First Grader","tt0790663","US",2010,331000,"Justin Chadwick",1,"Kimani Ngâ€™angâ€™a Maruge","Other","Known","African",TRUE,"Male","Oliver Litondo"
"The Five Pennies","tt0052809","US",1959,NA,"Melville Shavelson",1,"Loring ""Red"" Nichols","Musician","Unknown",NA,FALSE,"Male","Danny Kaye"
"The Frozen Ground","tt2005374","US",2013,NA,"Scott Walker",2,"Jack Halcombe","Other","Unknown",NA,FALSE,"Male","Nicolas Cage"
"The Frozen Ground","tt2005374","US",2013,NA,"Scott Walker",2,"Robert Hansen","Criminal","Known","White",FALSE,"Male","John Cusack"
"The Gallant Hours","tt0053849","US",1960,NA,"Robert Montgomery",1,"William F. ""Bull"" Halsey, Jr.","Military","Known","White",FALSE,"Male","James Cagney"
"The Gaul","tt0199481","Canada",2001,NA,"Jacques Dorfmann",1,"Vercingetorix","Historical","Known","White",FALSE,"Male","Christopher Lambert"
"The General","tt0120706","UK",1998,1210000,"John Boorman",1,"Martin Cahill","Criminal","Known","White",FALSE,"Male","Brendan Gleeson"
"The Girl in the Red Velvet Swing","tt0048119","US",1955,NA,"Richard Fleischer",1,"Evelyn Nesbit (Thaw)","Actress","Known","White",FALSE,"Female","Joan Collins"
"The Glenn Miller Story","tt0047030","US",1954,NA,"Anthony Mann",1,"Glenn Miller","Musician","Known","White",FALSE,"Male","James Stewart"
"The Great Caruso","tt0043599","US",1951,NA,"Richard Thorpe",1,"Enrico Caruso","Musician","Known","White",FALSE,"Male","Mario Lanza"
"The Great Debaters","tt0427309","US",2007,30200000,"Denzel Washington",1,"Melvin Tolson","Academic","Known","African American",TRUE,"Male","Denzel Washington"
"The Great Moment","tt0036880","US",1944,NA,"Preston Sturges",1,"W.T. Morton","Medicine","Unknown",NA,FALSE,"Male","Joel McCrea"
"The Great Waltz","tt0030202","US",1938,NA,"Julien Duvivier",1,"Johann Strauss II","Musician","Known","White",FALSE,"Male","Fernand Gravey"
"The Great Ziegfeld","tt0027698","US",1936,NA,"Robert Z. Leonard",1,"Florenz Ziegfeld","Musician","Known","White",FALSE,"Male","William Powell"
"The Greatest","tt0076111","US/UK",1977,NA,"Tom Gries",1,"Muhammad Ali","Athlete","Known","African American",TRUE,"Male","Muhammad Ali"
"The Greatest Story Ever Told","tt0059245","US",1965,8e+06,"George Stevens",1,"Jesus","Historical","Known","Middle Eastern (White)",FALSE,"Male","Max von Sydow"
"The Grey Fox","tt0085622","Canada",1982,NA,"Phillip Borsos",1,"Bill Miner","Other","Unknown",NA,FALSE,"Male","Richard Farnsworth"
"The Hammer","tt1094666","US",2010,NA,"Oren Kaplan",1,"Matt Hamill","Athlete","Unknown",NA,FALSE,"Male","Russell Harvard"
"The Happy Hooker","tt0073091","US",1975,NA,"Nicholas Sgarro",1,"Xaviera Hollander","Other","Known","White",FALSE,"Female","Lynn Redgrave"
"The House of Rothschild","tt0025272","US",1934,NA,"Alfred L. Werker",1,"Mayer Rothschild","Other","Known","White",FALSE,"Male","George Arliss"
"The Hunter","tt0080907","US",1980,NA,"Buzz Kulik",1,"Ralph ""Papa"" Thorson","Other","Unknown",NA,FALSE,"Male","Steve McQueen"
"The Hurricane","tt0174856","US",1999,50700000,"Norman Jewison",1,"Rubin ""Hurricane"" Carter","Athlete","Known","African American",TRUE,"Male","Denzel Washington"
"The Iceman","tt1491044","US",2012,1940000,"Ariel Vromen",1,"Richard Kuklinski","Criminal","Known","White",FALSE,"Male","Michael Shannon"
"The Idolmaker","tt0080913","US",1980,NA,"Taylor Hackford",1,"Bob Marcucci","Other","Unknown",NA,FALSE,"Male","Ray Sharkey"
"The Imitation Game","tt2084970","US/UK",2014,91100000,"Morten Tyldum",1,"Alan Turing","Academic","Known","White",FALSE,"Male","Benedict Cumberbatch"
"The Inn of the Sixth Happiness","tt0051776","US",1958,NA,"Mark Robson",1,"Gladys Aylward","Other","Known","White",FALSE,"Female","Ingrid Bergman"
"The Insider","tt0140352","US",1999,2.9e+07,"Michael Mann",1,"Jeffrey Wigand","Activist","Unknown",NA,FALSE,"Male","Russell Crowe"
"The Invisible Woman","tt1700845","UK",2013,1230000,"Ralph Fiennes",1,"Charles Dickens","Author","Known","White",FALSE,"Male","Ralph Fiennes"
"The Iron Lady","tt1007029","UK",2011,3e+07,"Phyllida Lloyd",1,"Margaret Thatcher","World leader","Known","White",FALSE,"Female","Meryl Streep"
"The Jackie Robinson Story","tt0042609","US",1950,NA,"Alfred E. Green",1,"Jackie Robinson","Athlete","Known","African American",TRUE,"Male","Jackie Robinson"
"The Jesus Film","tt0079368","US",1979,NA,"John Krish, Peter Sykes",1,"Jesus","Historical","Known","Middle Eastern (White)",FALSE,"Male","Brian Deacon"
"The Jolson Story","tt0038661","US",1946,NA,"Alfred E. Green",1,"Al Jolson","Musician","Known","White",FALSE,"Male","Larry Parks"
"The King and I","tt0049408","US",1956,NA,"Walter Lang",1,"Anna Leonowens","Other","Known","Multi racial",FALSE,"Female","Deborah Kerr"
"The King of Kings","tt0018054","US",1927,NA,"Cecil B. DeMille",1,"Jesus","Historical","Known","Middle Eastern (White)",FALSE,"Male","H.B. Warner"
"The King's Speech","tt1504320","US/UK",2010,1.39e+08,"Tom Hooper",1,"King George VI","Historical","Known","White",FALSE,"Male","Colin Firth"
"The Krays","tt0099951","UK",1990,2060000,"Peter Medak",2,"Reginald Kray","Criminal","Known","Multi racial",FALSE,"Male",NA
"The Krays","tt0099951","UK",1990,2060000,"Peter Medak",2,"Ronald Kray","Criminal","Known","Multi racial",FALSE,"Male","With: Gary Kemp, Martin Kemp, Billie Whitelaw"
"The Lady","tt1802197","UK",2011,NA,"Luc Besson",1,"Aung San Suu Kyi","Activist","Known","Asian",TRUE,"Female","Michelle Yeoh"
"The Last Emperor","tt0093389","UK",1987,109000,"Bernardo Bertolucci",1,"Henry Pu Yi","World leader","Known","Asian",TRUE,"Male","John Lone"
"The Last King of Scotland","tt0455590","UK",2006,17600000,"Kevin Macdonald",1,"Idi Amin","Other","Known","African",TRUE,"Male","Forest Whitaker"
"The Last of Robin Hood","tt2450440","US",2013,270000,"Richard Glatzer, Wash Westmoreland",1,"Errol Flynn","Actor","Known","White",FALSE,"Male","Kevin Kline"
"The Last Ride","tt1605803","US",2012,NA,"Harry Thomason",1,"Hank Williams","Musician","Unknown",NA,FALSE,"Male","Henry Thomas"
"The Last Station","tt0824758","UK",2009,6620000,"Michael Hoffman",1,"Leo Tolstoy","Author","Known","White",FALSE,"Male","Christopher Plummer"
"The Last Time I Committed Suicide","tt0119502","US",1997,12800,"Stephen Kay",1,"Neal Cassady","Author","Unknown",NA,FALSE,"Male","Thomas Jane"
"The Lawless Breed","tt0045992","US",1953,NA,"Raoul Walsh",1,"John Wesley Hardin","Criminal","Unknown",NA,FALSE,"Male","Rock Hudson"
"The Left Handed Gun","tt0051849","US",1958,NA,"Arthur Penn",1,"Henry McCarty (Billy the Kid)","Criminal","Known","White",FALSE,"Male","Paul Newman"
"The Life and Death of Peter Sellers","tt0352520","US",2004,NA,"Stephen Hopkins",1,"Peter Sellers","Actor","Known","White",FALSE,"Male","Geoffrey Rush"
"The Life of Emile Zola","tt0029146","US",1937,NA,"William Dieterle",1,"Emile Zola","Author","Known","White",FALSE,"Male","Paul Muni"
"The Long Day Closes","tt0104753","UK",1992,22800,"Terence Davies",1,"Terence Davies","Other","Known","White",FALSE,"Male","Leigh McCormack"
"The Long Gray Line","tt0048312","US",1955,NA,"John Ford",1,"Marty Maher","Military","Known","White",FALSE,"Male","Tyrone Power"
"The Longshots","tt1091751","US",2008,11500000,"Fred Durst",1,"Jasmine Plummer","Athlete","Known","African American",TRUE,"Female","Keke Palmer"
"The Look of Love","tt1951216","US/UK",2013,10400,"Michael Winterbottom",1,"Paul Raymond","Other","Unknown",NA,FALSE,"Male","Steve Coogan"
"The Lover","tt0101316","UK",1992,4900000,"Jean-Jacques Annaud",1,"Marguerite Duras","Other","Known","White",FALSE,"Female","Jane March"
"The Madness of King George","tt0110428","UK",1994,15200000,"Nicholas Hytner",1,"George III of UK","Historical","Known","White",FALSE,"Male","Nigel Hawthorne"
"The Magic Box","tt0043769","UK",1951,NA,"John Boulting",1,"William Friese-Greene","Other","Unknown",NA,FALSE,"Male","Robert Donat"
"The Man Who Saw Tomorrow","tt0081109","US",1981,NA,"Robert Guenette",1,"Michel de Nostredame","Academic","Known","White",FALSE,"Male","Richard Butler"
"The Message","tt0074896","UK",1977,NA,"Moustapha Akkad",1,"Muhammad","Historical","Known","Middle Eastern",TRUE,"Male","Anthony Quinn"
"The Miracle Maker","tt0208298","UK",2000,NA,"Derek W. Hayes, Stanislav Sokolov",1,"Jesus","Historical","Known","Middle Eastern (White)",FALSE,"Male","Ralph Fiennes"
"The Miracle Worker","tt0056241","US",1962,NA,"Arthur Penn",2,"Helen Keller","Other","Known","White",FALSE,"Female","Patty Duke"
"The Miracle Worker","tt0056241","US",1962,NA,"Arthur Penn",2,"Annie Sullivan","Other","Known","White",FALSE,"Female","Anne Bancroft"
"The Motorcycle Diaries","tt0318462","US/UK",2004,16800000,"Walter Salles",1,"Che Guevara","Activist","Known","Hispanic (Latin American)",FALSE,"Male","Gael GarcÃ_a Bernal"
"The Music Lovers","tt0066109","UK",1970,NA,"Ken Russell",1,"Peter Ilych Tchaikovsky","Musician","Known","White",FALSE,"Male","Richard Chamberlain"
"The New World","tt0402399","US/UK",2005,12700000,"Terrence Malick",1,"Pocahontas","Historical","Known","Native American",TRUE,"Female","Q'orianka Kilcher"
"The Night We Called It a Day","tt0320159","US",2003,NA,"Paul Goldman",1,"Frank Sinatra","Singer","Known","White",FALSE,"Male","Dennis Hopper"
"The Notorious Bettie Page","tt0404802","US",2005,1410000,"Mary Harron",1,"Bettie Page","Other","Known","Multi racial",FALSE,"Female","Gretchen Mol"
"The Other Boleyn Girl","tt0467200","US/UK",2008,26800000,"Justin Chadwick",2,"Anne Boleyn","Historical","Known","White",FALSE,"Female","Natalie Portman"
"The Other Boleyn Girl","tt0467200","US/UK",2008,26800000,"Justin Chadwick",2,"Mary Boleyn","Historical","Known","White",FALSE,"Female","Scarlett Johansson"
"The Other Side of Heaven","tt0250371","US",2001,4720000,"Mitch Davis",1,"John Groberg","Other","Unknown",NA,FALSE,"Male","Christopher Gorham"
"The Other Side of the Mountain","tt0073496","US",1975,NA,"Larry Peerce",1,"Jill Kinmont","Athlete","Unknown",NA,FALSE,"Female","Marilyn Hassett"
"The People vs. Larry Flynt","tt0117318","US",1996,20200000,"Milos Forman",1,"Larry Flynt","Activist","Known","White",FALSE,"Male","Woody Harrelson"
"The Perils of Pauline","tt0039698","US",1947,NA,"George Marshall",1,"Pearl White","Actress","Unknown",NA,FALSE,"Female","Betty Hutton"
"The Pianist","tt0253474","UK",2002,32500000,"Roman Polanski",1,"WÅ‚adysÅ‚aw Szpilman","Musician","Known","White",FALSE,"Male","Adrien Brody"
"The Pistol: The Birth of a Legend","tt0102674","US",1991,NA,"Frank C. SchrÃ¶der",1,"Pete Maravich","Athlete","Known","White",FALSE,"Male","Adam Guier"
"The Plainsman","tt0028108","US",1936,NA,"Cecil B. DeMille",1,"Wild Bill Hickok","Historical","Known","White",FALSE,"Male","With: Gary Cooper, Jean Arthur, James Ellison"
"The Pride of the Yankees","tt0035211","US",1942,NA,"Sam Wood",1,"Lou Gehrig","Athlete","Known","White",FALSE,"Male","Gary Cooper"
"The Prince of Egypt","tt0120794","US",1998,1.01e+08,"Brenda Chapman, Steve Hickner",2,"Moses","Historical","Known","Middle Eastern (White)",FALSE,"Male","Val Kilmer"
"The Prince of Egypt","tt0120794","US",1998,1.01e+08,"Brenda Chapman, Steve Hickner",2,"Ramses","Historical","Known","Middle Eastern (White)",FALSE,"Male","Ralph Fiennes"
"The Prisoner of Shark Island","tt0028141","US",1936,NA,"John Ford",1,"Samuel Mudd","Medicine","Known","White",FALSE,"Male","Warner Baxter"
"The Private Life of Henry VIII.","tt0024473","UK",1933,NA,"Alexander Korda",1,"Henry VIII","Historical","Known","White",FALSE,"Male","Charles Laughton"
"The Private Lives of Elizabeth and Essex","tt0031826","US",1939,NA,"Michael Curtiz",2,"Elizabeth I of England","Historical","Known","White",FALSE,"Female","Bette Davis"
"The Private Lives of Elizabeth and Essex","tt0031826","US",1939,NA,"Michael Curtiz",2,"Robert Devereux, 2nd Earl of Essex","Historical","Known","White",FALSE,"Male","Errol Flynn"
"The Prize Winner of Defiance, Ohio","tt0406158","US",2005,626000,"Jane Anderson",1,"Evelyn Ryan","Other","Unknown",NA,FALSE,"Female","Julianne Moore"
"The Pursuit of Happyness","tt0454921","US",2006,1.63e+08,"Gabriele Muccino",1,"Christopher Gardner","Other","Known","African American",TRUE,"Male","Will Smith"
"The Queen","tt0436697","US/UK",2006,56400000,"Stephen Frears",1,"Queen Elizabeth II","Historical","Known","White",FALSE,"Female","Helen Mirren"
"The Railway Man","tt2058107","UK",2013,4440000,"Jonathan Teplitzky",1,"Eric Lomax","Military","Unknown",NA,FALSE,"Male","Colin Firth"
"The Red Baron","tt0365675","UK",2008,36600,"Nikolai MÃƒÂ_llerschÃƒÂ¶n",1,"Baron Manfred von Richthofen","Military","Known","White",FALSE,"Male","Matthias SchweighÃ¶fer"
"The Rocket: The Legend of Rocket Richard","tt0460505","Canada",2005,NA,"Charles BinamÃƒÂ©",1,"Maurice ""The Rocket"" Richard","Athlete","Known","White",FALSE,"Male","Roy Dupuis"
"The Runaways","tt1017451","US",2010,3570000,"Floria Sigismondi",2,"Joan Jett","Musician","Known","White",FALSE,"Female","Kristen Stewart"
"The Runaways","tt1017451","US",2010,3570000,"Floria Sigismondi",2,"Cherie Currie","Musician","Unknown",NA,FALSE,"Female","Dakota Fanning"
"The Sessions","tt1866249","US",2012,6e+06,"Ben Lewin",1,"Mark O'Brien","Medicine","Unknown",NA,FALSE,"Male","John Hawkes"
"The Seven Little Foys","tt0048604","US",1955,NA,"Melville Shavelson",1,"Eddie Foy, Sr.","Actor","Known","White",FALSE,"Male","Bob Hope"
"The Singing Nun","tt0060983","US",1966,NA,"Henry Koster",1,"Jeanne Deckers","Musician","Known","White",FALSE,"Female","Debbie Reynolds"
"The Social Network","tt1285016","US",2010,96900000,"David Fincher",1,"Mark Zuckerberg","Other","Unknown",NA,FALSE,"Male","Jesse Eisenberg"
"The Soloist","tt0821642","US/UK",2009,31700000,"Joe Wright",2,"Nathaniel Ayers","Musician","Known","African American",TRUE,"Male","Jamie Foxx"
"The Soloist","tt0821642","US/UK",2009,31700000,"Joe Wright",2,"Steve Lopez","Media","Unknown",NA,FALSE,"Male","Robert Downey, Jr."
"The Song of Bernadette","tt0036377","US",1943,NA,"Henry King",1,"Saint Bernadette Soubirous","Other","Known","White",FALSE,"Female","Jennifer Jones"
"The Soul Keeper","tt0349995","UK",2002,NA,"Roberto Faenza",2,"Carl Gustav Jung","Academic","Known","White",FALSE,"Male","Iain Glen"
"The Soul Keeper","tt0349995","UK",2002,NA,"Roberto Faenza",2,"Sabina Spielrein","Academic","Known","White",FALSE,"Female","Emilia Fox"
"The Sound of Music","tt0059742","US",1965,1.63e+08,"Robert Wise",1,"Maria von Trapp","Singer","Known","White",FALSE,"Female","Julie Andrews"
"The Spirit of St. Louis","tt0051003","US",1957,NA,"Billy Wilder",1,"Charles 'Slim' Lindbergh","Other","Known","White",FALSE,"Male","James Stewart"
"The Story of Alexander Graham Bell","tt0031981","US",1939,NA,"Irving Cummings",1,"Alexander Graham Bell","Academic","Known","White",FALSE,"Male","Don Ameche"
"The Story of Louis Pasteur","tt0028313","US",1936,NA,"William Dieterle",1,"Louis Pasteur","Academic","Known","White",FALSE,"Male","Paul Muni"
"The Story of Vernon and Irene Castle","tt0031983","US",1939,1120000,"H.C. Potter",2,"Irene Castle","Artist","Unknown",NA,FALSE,"Female","Ginger Rogers"
"The Story of Vernon and Irene Castle","tt0031983","US",1939,1120000,"H.C. Potter",2,"Vernon Castle","Artist","Unknown",NA,FALSE,"Male","Fred Astaire"
"The Straight Story","tt0166896","US/UK",1999,6200000,"David Lynch",1,"Alvin Straight","Other","Unknown",NA,FALSE,"Male","Richard Farnsworth"
"The Stratton Story","tt0041928","US",1949,NA,"Sam Wood",1,"Monty Stratton","Athlete","Unknown",NA,FALSE,"Male","James Stewart"
"The Ten Commandments","tt0049833","US",1956,8e+07,"Cecil B. DeMille",1,"Moses","Historical","Known","Middle Eastern (White)",FALSE,"Male","Charlton Heston"
"The Theory of Everything","tt2980516","UK",2014,35900000,"James Marsh",1,"Steven Hawking","Academic","Known","White",FALSE,"Male","Eddie Redmayne"
"The Toast of New York","tt0029675","US",1937,NA,"Rowland V. Lee",1,"James Fisk","Criminal","Known","White",FALSE,"Male","Edward Arnold"
"The Trials of Oscar Wilde","tt0054403","UK",1960,NA,"Ken Hughes",1,"Oscar Wilde","Author","Known","White",FALSE,"Male","Peter Finch"
"The True Story of Jesse James","tt0051114","US",1957,NA,"Nicholas Ray",1,"Jesse James","Criminal","Known","White",FALSE,"Male","Robert Wagner"
"The Unsinkable Molly Brown","tt0058708","US",1964,NA,"Charles Walters",1,"Molly Brown","Other","Known","White",FALSE,"Female","Debbie Reynolds"
"The Visual Bible: The Gospel of John","tt0377992","Canada/UK",2003,4070000,"Philip Saville",1,"Jesus","Historical","Known","Middle Eastern (White)",FALSE,"Male","Henry Ian Cusick"
"The Whistleblower","tt0896872","US/Canada",2010,1120000,"Larysa Kondracki",1,"Kathryn Bolkovac","Other","Known","White",FALSE,"Female","Rachel Weisz"
"The Whole Wide World","tt0118163","US",1996,137000,"Dan Ireland",2,"Robert Howard","Author","Known","White",FALSE,"Male","Vincent D'Onofrio"
"The Whole Wide World","tt0118163","US",1996,137000,"Dan Ireland",2,"Novalyne Price","Author","Known","Multi racial",FALSE,"Female","RenÃ©e Zellweger"
"The Wings of Eagles","tt0051198","US",1957,NA,"John Ford",1,"Frank W. ""Spig"" Wead","Military","Unknown",NA,FALSE,"Male","John Wayne"
"The Winning Team","tt0045332","US",1952,NA,"Lewis Seiler",1,"Grover Cleveland Alexander","Athlete","Known","White",FALSE,"Male","Ronald Reagan"
"The Wizard of Speed and Time","tt0081766","US",1988,NA,"Mike Jittlov",1,"Mike Jittlov","Other","Unknown",NA,FALSE,"Male","Mike Jittlov"
"The Wolf of Wall Street","tt0993846","US",2013,1.17e+08,"Martin Scorsese",1,"Jordan Belfort","Criminal","Unknown",NA,FALSE,"Male","Leonardo DiCaprio"
"The Wonderful World of the Brothers Grimm","tt0056700","US",1961,NA,"Henry Levin, George Pal",2,"Jacob Grimm","Author","Known","White",FALSE,"Male","Karlheinz BÃ¶hm"
"The Wonderful World of the Brothers Grimm","tt0056700","US",1961,NA,"Henry Levin, George Pal",2,"Wilhelm Grimm","Author","Known","White",FALSE,"Male","Laurence Harvey"
"The World's Fastest Indian","tt0412080","US",2005,5130000,"Roger Donaldson",1,"Herbert James ""Burt"" Munro","Athlete","Known","White",FALSE,"Male","Anthony Hopkins"
"The Young Victoria","tt0962736","US/UK",2009,1.1e+07,"Jean-Marc VallÃ©e",1,"Victoria","Historical","Known","White",FALSE,"Female","Emily Bunt"
"They Died with Their Boots On","tt0034277","US",1941,NA,"Raoul Walsh",1,"George Armstrong Custer","Military","Known","White",FALSE,"Male","Errol Flynn"
"Thirteen","tt0328538","US",2003,4600000,"Catherine Hardwicke",2,"Nikki Reed","Other","Known","White",FALSE,"Female","Evan Rachel Wood"
"Thirteen","tt0328538","US",2003,4600000,"Catherine Hardwicke",2,"Catherine Hardwicke","Other","Unknown",NA,FALSE,"Female","Holly Hunter"
"Thirty Two Short Films About Glenn Gould","tt0108328","Canada",1993,1570000,"FranÃ§ois Girard",1,"Glenn Gould","Musician","Known","White",FALSE,"Male","Colm Feore"
"This Boy's Life","tt0108330","US",1993,4100000,"Michael Caton-Jones",1,"Tobias Wolff","Other","Unknown",NA,FALSE,"Male","Leonardo DiCaprio"
"This Is Elvis","tt0083193","US",1981,NA,"Malcolm Leo, Andrew Solt",1,"Elvis Presley","Musician","Known","White",FALSE,"Male","Multiple"
"Thomas Kinkade's Christmas Cottage","tt0999872","US",2008,NA,"Michael Campus",1,"Thomas Kinkade","Artist","Known","White",FALSE,"Male","Jared Padalecki"
"Three Little Words","tt0043044","US",1950,NA,"Richard Thorpe",2,"Bert Kalmar","Musician","Known","White",FALSE,"Male","Fred Astaire"
"Three Little Words","tt0043044","US",1950,NA,"Richard Thorpe",2,"Harry Ruby","Musician","Known","White",FALSE,"Male","Red Skelton"
"Till the Clouds Roll By","tt0039035","US",1946,6720000,"Richard Whorf",1,"Jerome Kern","Musician","Known","White",FALSE,"Male","Robert Walker"
"To Hell and Back","tt0048729","US",1955,NA,"Jesse Hibbs",1,"Audie Murphy","Military","Known","White",FALSE,"Male","Audie Murphy"
"To Kill a King","tt0302436","UK",2003,NA,"Mike Barker",2,"Oliver Cromwell","Historical","Known","White",FALSE,"Male","Tim Roth"
"To Kill a King","tt0302436","UK",2003,NA,"Mike Barker",2,"Thomas Fairfax","Historical","Known","White",FALSE,"Male","Dougray Scott"
"To Walk with Lions","tt0132563","Canada/UK",1999,NA,"Carl Schultz",2,"George Adamson","Other","Unknown",NA,FALSE,"Male","Richard Harris"
"To Walk with Lions","tt0132563","Canada/UK",1999,NA,"Carl Schultz",2,"Tony Fitzjohn","Other","Unknown",NA,FALSE,"Male","John Michie"
"To Write Love on Her Arms","tt1850418","US",2012,NA,"Nathan Frankowski",1,"Renee Yohe","Other","Unknown",NA,FALSE,"Female","Kat Dennings"
"Tom & Viv","tt0111454","US/UK",1994,539000,"Brian Gilbert",2,"T.S. Eliot","Author","Known","White",FALSE,"Male","Willem Dafoe"
"Tom & Viv","tt0111454","US/UK",1994,539000,"Brian Gilbert",2,"Vivienne Haigh-Wood","Author","Known","White",FALSE,"Female","Miranda Richardson"
"Topsy-Turvy","tt0151568","US/UK",1999,6200000,"Mike Leigh",2,"Arthur Sullivan","Musician","Known","White",FALSE,"Male","Allan Corduner"
"Topsy-Turvy","tt0151568","US/UK",1999,6200000,"Mike Leigh",2,"William Schwenck Gilbert","Author","Known","White",FALSE,"Male","Jim Broadbent"
"Total Eclipse","tt0114702","UK",1995,340000,"Agnieszka Holland",2,"Arthur Rimbaud","Author (poet)","Unknown",NA,FALSE,"Male","Leonardo DiCaprio"
"Total Eclipse","tt0114702","UK",1995,340000,"Agnieszka Holland",2,"Paul Verlaine","Author (poet)","Unknown",NA,FALSE,"Male","David Thewlis"
"Triumph of the Spirit","tt0098513","US",1989,409000,"Robert M. Young",1,"Salamo Arouch","Athlete","Known","White",FALSE,"Male","Willem Dafoe"
"Tucker: The Man and His Dream","tt0096316","US",1988,19700000,"Francis Ford Coppola",1,"Preston Tucker","Other","Unknown",NA,FALSE,"Male","Jeff Bridges"
"Unbroken","tt1809398","US",2014,1.16e+08,"Angelina Jolie",1,"Louis Zamperini","Athlete / military","Known","White",FALSE,"Male","Jack O'Connell"
"Valentino","tt0076868","US/UK",1977,NA,"Ken Russell",1,"Rudolph Valentino","Actor","Known","White",FALSE,"Male","Rudolf Nureyev"
"Vatel","tt0190861","UK",2000,49500,"Roland JoffÃ©",1,"FranÃ§ois Vatel","Other","Known","White",FALSE,"Male","GÃ©rard Depardieu"
"Veronica Guerin","tt0312549","US/UK",2003,1570000,"Joel Schumacher",1,"Veronica Guerin","Media","Known","White",FALSE,"Female","Cate Blanchett"
"Vincent & Theo","tt0100873","UK",1990,2230000,"Robert Altman",2,"Theo van Gogh","Other","Known","White",FALSE,"Male","Paul Rhys"
"Vincent & Theo","tt0100873","UK",1990,2230000,"Robert Altman",2,"Vincent Van Gogh","Artist","Known","White",FALSE,"Male","Tim Roth"
"VIPs","tt1235548","US",2010,NA,"Toniko Melo",1,"Marcelo Nascimento da Rocha","Criminal","Known","White",FALSE,"Male","Wagner Moura"
"Viva Knievel!","tt0076890","US",1977,NA,"Gordon Douglas",1,"Evel Knievel","Athlete","Known","White",FALSE,"Male","Evel Knievel"
"Viva Villa!","tt0025948","US",1934,1110000,"Jack Conway",1,"Pancho Villa","Military","Known","Hispanic (Latin American)",TRUE,"Male","Wallace Beery"
"Viva Zapata!","tt0045296","US",1952,NA,"Elia Kazan",1,"Emiliano Zapata","Activist","Known","Hispanic (Latin American)",TRUE,"Male","Marlon Brando"
